date,cc,rate,trend_kind,y_trend,residual
2023-12-18,EUR,40.5122,quadratic,41.042999040124485,-0.5307990401244851
2023-12-19,EUR,40.5918,quadratic,41.051431480158506,-0.45963148015850663
2023-12-20,EUR,40.9219,quadratic,41.05987377110354,-0.13797377110353892
2023-12-21,EUR,41.0664,quadratic,41.06832591295959,-0.0019259129595852187
2023-12-22,EUR,41.2846,quadratic,41.07678790572664,0.20781209427335767
2023-12-23,EUR,41.2846,quadratic,41.085259749404706,0.19934025059529148
2023-12-24,EUR,41.2846,quadratic,41.09374144399378,0.19085855600621926
2023-12-25,EUR,41.3753,quadratic,41.102232989493864,0.27306701050613924
2023-12-26,EUR,41.3611,quadratic,41.110734385904955,0.25036561409504543
2023-12-27,EUR,41.1538,quadratic,41.11924563322706,0.03455436677293733
2023-12-28,EUR,41.6334,quadratic,41.12776673146017,0.5056332685398317
2023-12-29,EUR,42.2079,quadratic,41.136297680604294,1.0716023193957085
2023-12-30,EUR,42.2079,quadratic,41.14483848065942,1.0630615193405788
2023-12-31,EUR,42.2079,quadratic,41.153389131625566,1.054510868374436
2024-01-01,EUR,41.996,quadratic,41.16194963350272,0.83405036649728
2024-01-02,EUR,42.0059,quadratic,41.170519986290884,0.8353800137091127
2024-01-03,EUR,41.7209,quadratic,41.17910018999005,0.5417998100099481
2024-01-04,EUR,41.6073,quadratic,41.18769024460023,0.41960975539976886
2024-01-05,EUR,41.6665,quadratic,41.19629015012143,0.4702098498785716
2024-01-06,EUR,41.6665,quadratic,41.20489990655363,0.4616000934463713
2024-01-07,EUR,41.6665,quadratic,41.21351951389684,0.4529804861031579
2024-01-08,EUR,41.573,quadratic,41.22214897215106,0.3508510278489396
2024-01-09,EUR,41.7973,quadratic,41.23078828131629,0.5665117186837065
2024-01-10,EUR,41.8185,quadratic,41.23943744139253,0.5790625586074682
2024-01-11,EUR,41.8015,quadratic,41.248096452379784,0.5534035476202135
2024-01-12,EUR,41.741,quadratic,41.25676531427805,0.48423468572195105
2024-01-13,EUR,41.741,quadratic,41.26544402708731,0.47555597291268725
2024-01-14,EUR,41.741,quadratic,41.274132590807596,0.4668674091924032
2024-01-15,EUR,41.3879,quadratic,41.28283100543889,0.1050689945611154
2024-01-16,EUR,41.4763,quadratic,41.29153927098119,0.18476072901881224
2024-01-17,EUR,41.2848,quadratic,41.3002573874345,-0.015457387434501868
2024-01-18,EUR,41.21,quadratic,41.308985354798814,-0.09898535479881332
2024-01-19,EUR,41.0146,quadratic,41.31772317307415,-0.30312317307414816
2024-01-20,EUR,41.0146,quadratic,41.326470842260484,-0.31187084226048256
2024-01-21,EUR,41.0146,quadratic,41.33522836235784,-0.3206283623578372
2024-01-22,EUR,40.8404,quadratic,41.34399573336619,-0.5035957333661898
2024-01-23,EUR,40.7928,quadratic,41.352772955285566,-0.5599729552855663
2024-01-24,EUR,40.6905,quadratic,41.361560028115946,-0.6710600281159458
2024-01-25,EUR,40.8837,quadratic,41.37035695185733,-0.48665695185733426
2024-01-26,EUR,40.9161,quadratic,41.37916372650973,-0.4630637265097306
2024-01-27,EUR,40.9161,quadratic,41.38798035207314,-0.4718803520731427
2024-01-28,EUR,40.9161,quadratic,41.39680682854756,-0.48070682854756086
2024-01-29,EUR,41.0567,quadratic,41.405643155932985,-0.34894315593298586
2024-01-30,EUR,41.0042,quadratic,41.41448933422942,-0.41028933422942515
2024-01-31,EUR,41.0845,quadratic,41.42334536343687,-0.33884536343687444
2024-02-01,EUR,40.7067,quadratic,41.43221124355533,-0.7255112435553315
2024-02-02,EUR,40.6695,quadratic,41.4410869745848,-0.7715869745847996
2024-02-03,EUR,40.6695,quadratic,41.449972556525275,-0.7804725565252753
2024-02-04,EUR,40.6695,quadratic,41.45886798937676,-0.789367989376764
2024-02-05,EUR,40.8797,quadratic,41.46777327313926,-0.5880732731392584
2024-02-06,EUR,40.3747,quadratic,41.476688407812766,-1.1019884078127689
2024-02-07,EUR,40.3946,quadratic,41.48561339339729,-1.09101339339729
2024-02-08,EUR,40.5035,quadratic,41.494548229892814,-0.9910482298928116
2024-02-09,EUR,40.4129,quadratic,41.50349291729935,-1.0905929172993467
2024-02-10,EUR,40.4129,quadratic,41.51244745561689,-1.099547455616893
2024-02-11,EUR,40.4129,quadratic,41.52141184484545,-1.1085118448454523
2024-02-12,EUR,40.5129,quadratic,41.53038608498502,-1.0174860849850162
2024-02-13,EUR,40.8092,quadratic,41.5393701760356,-0.7301701760355996
2024-02-14,EUR,41.1212,quadratic,41.54836411799718,-0.42716411799717946
2024-02-15,EUR,40.8684,quadratic,41.55736791086978,-0.6889679108697777
2024-02-16,EUR,40.7718,quadratic,41.56638155465338,-0.7945815546533836
2024-02-17,EUR,40.7718,quadratic,41.575405049348,-0.8036050493480005
2024-02-18,EUR,40.7718,quadratic,41.58443839495362,-0.8126383949536233
2024-02-19,EUR,40.8919,quadratic,41.59348159147026,-0.7015815914702586
2024-02-20,EUR,41.2403,quadratic,41.6025346388979,-0.36223463889790253
2024-02-21,EUR,41.5421,quadratic,41.611597537236555,-0.0694975372365576
2024-02-22,EUR,41.7213,quadratic,41.620670286486224,0.1006297135137757
2024-02-23,EUR,41.728,quadratic,41.6297528866469,0.09824711335310354
2024-02-24,EUR,41.728,quadratic,41.638845337718585,0.08915466228141611
2024-02-25,EUR,41.728,quadratic,41.64794763970128,0.08005236029872265
2024-02-26,EUR,41.5628,quadratic,41.65705979259498,-0.09425979259497552
2024-02-27,EUR,41.5985,quadratic,41.6661817963997,-0.06768179639969674
2024-02-28,EUR,41.7179,quadratic,41.67531365111542,0.04258634888458346
2024-02-29,EUR,41.2968,quadratic,41.684455356742156,-0.3876553567421581
2024-03-01,EUR,41.2035,quadratic,41.6936069132799,-0.4901069132799023
2024-03-02,EUR,41.2035,quadratic,41.70276832072865,-0.49926832072865324
2024-03-03,EUR,41.2035,quadratic,41.711939579088416,-0.5084395790884173
2024-03-04,EUR,41.2635,quadratic,41.721120688359186,-0.4576206883591851
2024-03-05,EUR,41.5433,quadratic,41.73031164854097,-0.18701164854096675
2024-03-06,EUR,41.6463,quadratic,41.739512459633765,-0.09321245963376867
2024-03-07,EUR,41.5918,quadratic,41.74872312163757,-0.15692312163756839
2024-03-08,EUR,41.4883,quadratic,41.75794363455238,-0.2696436345523807
2024-03-09,EUR,41.4883,quadratic,41.767173998378205,-0.27887399837820226
2024-03-10,EUR,41.4883,quadratic,41.77641421311503,-0.2881142131150298
2024-03-11,EUR,41.6957,quadratic,41.78566427876288,-0.08996427876287783
2024-03-12,EUR,41.9559,quadratic,41.79492419532173,0.160975804678273
2024-03-13,EUR,42.0414,quadratic,41.804193962791594,0.23720603720840927
2024-03-14,EUR,42.4183,quadratic,41.81347358117247,0.6048264188275354
2024-03-15,EUR,42.287,quadratic,41.822763050464346,0.4642369495356533
2024-03-16,EUR,42.287,quadratic,41.83206237066724,0.45493762933276116
2024-03-17,EUR,42.287,quadratic,41.841371541781136,0.445628458218863
2024-03-18,EUR,42.2452,quadratic,41.85069056380605,0.3945094361939496
2024-03-19,EUR,42.447,quadratic,41.86001943674197,0.5869805632580309
2024-03-20,EUR,42.4641,quadratic,41.8693581605889,0.5947418394110997
2024-03-21,EUR,42.4394,quadratic,41.878706735346846,0.5606932646531533
2024-03-22,EUR,42.4693,quadratic,41.888065161015795,0.5812348389842015
2024-03-23,EUR,42.4693,quadratic,41.89743343759575,0.5718665624042458
2024-03-24,EUR,42.4693,quadratic,41.90681156508673,0.5624884349132699
2024-03-25,EUR,42.1252,quadratic,41.91619954348871,0.20900045651129062
2024-03-26,EUR,42.4898,quadratic,41.9255973728017,0.5642026271983056
2024-03-27,EUR,42.6911,quadratic,41.9350050530257,0.7560949469743008
2024-03-28,EUR,42.442,quadratic,41.944422584160705,0.49757741583929516
2024-03-29,EUR,42.367,quadratic,41.953849966206725,0.4131500337932721
2024-03-30,EUR,42.367,quadratic,41.96328719916376,0.4037128008362387
2024-03-31,EUR,42.367,quadratic,41.9727342830318,0.39426571696819934
2024-04-01,EUR,42.1601,quadratic,41.98219121781084,0.1779087821891565
2024-04-02,EUR,42.1384,quadratic,41.9916580035009,0.14674199649909525
2024-04-03,EUR,42.2768,quadratic,42.001134640101974,0.2756653598980279
2024-04-04,EUR,42.2643,quadratic,42.01062112761405,0.25367887238594733
2024-04-05,EUR,42.3485,quadratic,42.02011746603714,0.3283825339628592
2024-04-06,EUR,42.3485,quadratic,42.02962365537124,0.31887634462876235
2024-04-07,EUR,42.3485,quadratic,42.03913969561635,0.30936030438365236
2024-04-08,EUR,42.091,quadratic,42.048665586772465,0.04233441322753606
2024-04-09,EUR,42.2008,quadratic,42.058201328839594,0.1425986711604068
2024-04-10,EUR,42.3519,quadratic,42.06774692181773,0.2841530781822712
2024-04-11,EUR,42.3616,quadratic,42.07730236570688,0.28429763429312516
2024-04-12,EUR,42.019,quadratic,42.08686766050704,-0.06786766050704074
2024-04-13,EUR,42.019,quadratic,42.09644280621821,-0.0774428062182082
2024-04-14,EUR,42.019,quadratic,42.10602780284039,-0.0870278028403888
2024-04-15,EUR,41.9678,quadratic,42.115622650373574,-0.1478226503735769
2024-04-16,EUR,42.1618,quadratic,42.125227348817766,0.036572651182233074
2024-04-17,EUR,42.1222,quadratic,42.13484189817297,-0.012641898172972788
2024-04-18,EUR,42.0562,quadratic,42.14446629843919,-0.0882662984391942
2024-04-19,EUR,42.2789,quadratic,42.154100549616416,0.12479945038358409
2024-04-20,EUR,42.2789,quadratic,42.163744651704654,0.11515534829534602
2024-04-21,EUR,42.2789,quadratic,42.173398604703905,0.10550139529609481
2024-04-22,EUR,42.3821,quadratic,42.18306240861416,0.19903759138583865
2024-04-23,EUR,42.3118,quadratic,42.192736063435426,0.11906393656457226
2024-04-24,EUR,42.262,quadratic,42.2024195691677,0.05958043083229825
2024-04-25,EUR,42.1833,quadratic,42.212112925810985,-0.028812925810981938
2024-04-26,EUR,42.5205,quadratic,42.22181613336528,0.29868386663471824
2024-04-27,EUR,42.5205,quadratic,42.23152919183059,0.28897080816940957
2024-04-28,EUR,42.5205,quadratic,42.2412521012069,0.27924789879309486
2024-04-29,EUR,42.4409,quadratic,42.25098486149423,0.1899151385057678
2024-04-30,EUR,42.4972,quadratic,42.260727472692565,0.23647252730743418
2024-05-01,EUR,42.3641,quadratic,42.27047993480191,0.0936200651980883
2024-05-02,EUR,42.2986,quadratic,42.280242247822265,0.018357752177735165
2024-05-03,EUR,42.3098,quadratic,42.29001441175363,0.019785588246371333
2024-05-04,EUR,42.3098,quadratic,42.299796426596004,0.010003573403999155
2024-05-05,EUR,42.3098,quadratic,42.30958829234939,0.000211707650613846
2024-05-06,EUR,42.3359,quadratic,42.31939000901379,0.016509990986214973
2024-05-07,EUR,42.3983,quadratic,42.329201576589185,0.06909842341081429
2024-05-08,EUR,42.3087,quadratic,42.3390229950756,-0.030322995075600545
2024-05-09,EUR,42.3168,quadratic,42.348854264473026,-0.032054264473025285
2024-05-10,EUR,42.4312,quadratic,42.35869538478146,0.07250461521853424
2024-05-11,EUR,42.4312,quadratic,42.368546356000905,0.06265364399909146
2024-05-12,EUR,42.4312,quadratic,42.378407178131354,0.05279282186864265
2024-05-13,EUR,42.8148,quadratic,42.38827785117282,0.4265221488271749
2024-05-14,EUR,42.7495,quadratic,42.39815837512529,0.3513416248747063
2024-05-15,EUR,42.8305,quadratic,42.40804874998878,0.4224512500112212
